Email_ID,Custom_ID,Solution,Unit,편명,Date,Priority,Alert_type,Message_Number,Work Detail Keyword,ATA_from_Alert,POS_ESN,Plainbody,ASMR,Attachment,Severity,Type,Department,Organization,ATA,ATA_Detail,Trouble Shooting Recommendation,[CHK] NR_Required,[CHK] EngineerReview,Engineer_Comment,MCPI_Plan,Alert Type,NR Priority,NR Number,NR Creation Date,수행 일자,점검 결과,Cost,ATA (2-Letter),Ref_KEY,AC_Type,HL_No.,Status,Folder_ID,Shop Finding,DOC_URL
192089777e63f0df,,AHM,748_HL7610,KE0213,2024. 9. 19,,,32-0401-S701,BRAKE TEMPERATURE DEVIATION: WHEEL #1  (32-0401-S701),,,BRAKE TEMPERATURE DEVIATION: WHEEL #1  (32-0401-S701),,,,,,,,,,FALSE,TRUE,[남태영] Monitoring,,No Action,,,,2024. 9. 19,,,32,748_HL76102024-09-19 13:43:23,748,HL7610,Monitoring,,N/A,
192054d848ce519b,,AHM,787_HL7208,KE0073,2024. 9. 18,,,32-3006-S290,WHEEL #6: POSSIBLE BRAKE CALIBRATION ISSUE  (32-3006-S290),,,WHEEL #6: POSSIBLE BRAKE CALIBRATION ISSUE  (32-3006-S290),,,,,,,,,,FALSE,TRUE,"[박창훈]
Brake 교환으로 발생",,No Action,,,,2024. 9. 19,,,32,787_HL72082024-09-18 22:24:24,787,HL7208,Closed,,N/A,
19203a9f30d06424,,AHM,787_HL8393,KE0914,2024. 9. 18,,,79-0006-787EIS,RIGHT ENGINE OIL QUANTITY (AT STABLE CRUISE) -BELOW SERVICING LIMIT  (79-0006-787EIS),,,RIGHT ENGINE OIL QUANTITY (AT STABLE CRUISE) -BELOW SERVICING LIMIT  (79-0006-787EIS),,,,,,,,,,FALSE,TRUE,"[박창훈]
현장 Service 완료",,No Action,,,,2024. 9. 19,,,79,787_HL83932024-09-18 14:46:25,787,HL8393,Closed,,N/A,
75872024-09-17 18:01:39,,KAL,330_HL7587,KE470,2024. 9. 17,,,330-KAL-21-003,Pack 2 Performance Degraded,,,,,,,,,,,,,TRUE,TRUE,"[박창훈]
 - No.2 Pack Components에 대한 전체적인 Inspection 요청
 - 이상 없는 경우 Pri & Main HX 교환
 - APU Bleed Press & Flow 비정상적으로 낮으므로 점검 여부를 MOT로 검토 요청.",9/22D 수행 완료,Predictive Alert,HIGH,12538664,2024. 9. 17,2024. 11. 17,"<9/22>
 - ACM & Condenser 연결 되는 Hot Air Hose가 Cut 됨.
 - Anti Icing을 위한 Hot Air로 ACM Compressor 입구로부터 공급됨.
 - APU Bleed Press가 약함 + Bleed Air Loss로 Pack Performance 저하 된것으로 추정됨. 
 - Pack Data 확인 및 APU 교환 F/U 필요  

<9/26>
  - Pack 2 Discharge Temp 저하 확인. 
  - APU Flow는 계속 낮음. F/U  필요",10400,21,75872024-09-17 18:01:39,330,HL7587,Closed,,Fault,
191ff01ef7ad8abd,,AHM,787_HL8082,KE0032,2024. 9. 17,,,24-1004-S250,R2 VFSG OIL NEEDS SERVICING  (24-1004-S250),,,R2 VFSG OIL NEEDS SERVICING  (24-1004-S250),,,,,,,,,,FALSE,TRUE,"[박창훈]
18 AUG, 이후 두번째 발생
Servicing Information 자동 발송.",,No Action,MID,,,2024. 9. 17,,0,24,787_HL80822024-09-17 17:04:25,787,HL8082,Monitoring,,N/A,
83502024-09-17 11:03:04,,KAL,7M8_HL8350,KE0000,2024. 9. 17,,,7M8-KAL-21-001,Both Pack Heat Exchanger Degraded,,,,,,,,,,,,,TRUE,TRUE,"[박창훈]
 ㅇ Both Heat Exchanger Cleaning 작업 수행 (Trend Chart)
    - MR : 7M8.MPD.21-100-00_LH / RH 조기 수행 요청.",9/22D 수행 완료,Predictive Alert,MID,12537996,2024. 9. 17,2024. 11. 17,"<9/22>
 ㅇ MPD 선수행 완료.
    - Cleaning 전 : 46, 40 ℃, Cleaning 후 : 35, 35℃",33600,21,83502024-09-17 11:03:04,7M8,HL8350,Closed,,Fault,
83512024-09-17 10:58:42,,KAL,7M8_HL8351,KE0000,2024. 9. 17,,,7M8-KAL-21-001,Both Pack Heat Exchanger Degraded,,,,,,,,,,,,,TRUE,TRUE,"[박창훈]
 ㅇ Both Heat Exchanger Cleaning 작업 수행 (Trend Chart)
    - Air Blowing Cleaning 수행 요청",9/23D 수행 완료,Predictive Alert,MID,12537986,2024. 9. 17,2024. 9. 25,"[남태영]
HX Cleaning 수행 완료",33600,21,83512024-09-17 10:58:42,7M8,HL8351,Monitoring,,Fault,
191fc799eacea923,,AHM,777_HL8042,KE0024,2024. 9. 21,,,49-0001-S910,APU CORRECTED EGT IS UNUSUALLY HIGH DURING ELECTRIC STARTUP  (49-0001-S910),,,APU CORRECTED EGT IS UNUSUALLY HIGH DURING ELECTRIC STARTUP  (49-0001-S910),,,,,,,,,,TRUE,TRUE,"[박창훈] Monitoring

[남태영] 제작사 권고에 따라 Electric Starter Motor 점검",,Predictive Alert,MID,12548694,2024. 9. 21,2024. 10. 21,[남태영] APU Elec Starter 교환 (10/19N),11856,49,777_HL80422024-09-17 05:15:24,777,HL8042,Monitoring,,Fault,
191fc70623ece181,,AHM,777_HL7766,KE0696,2024. 9. 17,,,36-0042-C410,"THE RH ISOV SHOWS SIGNS OF DEGRADATION LEADING TO A FAULT [FAIL OPEN, L].  (36-0042-C410)",,,"THE RH ISOV SHOWS SIGNS OF DEGRADATION LEADING TO A FAULT [FAIL OPEN, L].  (36-0042-C410)",,,,,,,,,,FALSE,TRUE,[박창훈] Monitoring ,,No Action,,,,2024. 9. 20,,16224,36,777_HL77662024-09-17 05:05:24,777,HL7766,Monitoring,,N/A,
191fa7dab74dd2e0,,AHM,748_HL7610,KE9552,2024. 9. 16,,,29-0118-S830,HYDRAULIC SYSTEM TEMPERATURE HIGHER THAN NORMAL: SYSTEM #2  (29-0118-S830),,,HYDRAULIC SYSTEM TEMPERATURE HIGHER THAN NORMAL: SYSTEM #2  (29-0118-S830),,,,,,,,,,FALSE,TRUE,"[박창훈]
Monitoring",,No Action,,,,2024. 9. 17,,,29,748_HL76102024-09-16 20:01:26,748,HL7610,Monitoring,,N/A,
191f98efe075bdf6,,AHM,748_HL7610,KE9551,2024. 9. 16,,,29-0118-S830,HYDRAULIC SYSTEM TEMPERATURE HIGHER THAN NORMAL: SYSTEM #2  (29-0118-S830),,,HYDRAULIC SYSTEM TEMPERATURE HIGHER THAN NORMAL: SYSTEM #2  (29-0118-S830),,,,,,,,,,FALSE,TRUE,[남태영] Monitoring,,No Action,,,,2024. 9. 16,,,29,748_HL76102024-09-16 15:40:25,748,HL7610,Monitoring,,N/A,
191f8c9e42e66960,,AHM,777_HL7766,KE0788,2024. 9. 16,,,36-0042-C410,"THE RH ISOV SHOWS SIGNS OF DEGRADATION LEADING TO A FAULT [FAIL OPEN, L].  (36-0042-C410)",,,"THE RH ISOV SHOWS SIGNS OF DEGRADATION LEADING TO A FAULT [FAIL OPEN, L].  (36-0042-C410)",,,,,,,,,,FALSE,TRUE,[남태영] Monitoring (반복 발생 시 점검 예정),,No Action,,,,2024. 9. 16,,16224,36,777_HL77662024-09-16 12:05:23,777,HL7766,Monitoring,,N/A,
191f6ac1fb2dc7c7,,AHM,787_HL8083,KE0032,2024. 9. 16,,,73-1116-S421,LEFT FUEL FILTER PRESSURE DROP EXCEEDS SERVICE LIMIT  (73-1116-S421),,,LEFT FUEL FILTER PRESSURE DROP EXCEEDS SERVICE LIMIT  (73-1116-S421),,,,,,,,,,FALSE,TRUE,[남태영] EHM (MOT 에서 Handling),,No Action,,,,2024. 9. 16,,,73,787_HL80832024-09-16 02:13:24,787,HL8083,Closed,,N/A,
191f65f3d7c09c93,,AHM,777_HL8347,KE0629,2024. 9. 16,,,36-0042-C410,"THE RH ISOV SHOWS SIGNS OF DEGRADATION LEADING TO A FAULT [FAIL OPEN, L].  (36-0042-C410)",,,"THE RH ISOV SHOWS SIGNS OF DEGRADATION LEADING TO A FAULT [FAIL OPEN, L].  (36-0042-C410)",,,,,,,,,,FALSE,TRUE,[남태영] Monitoring (반복 발생 시 점검 예정),,No Action,,,,2024. 9. 16,,16224,36,777_HL83472024-09-16 00:49:23,777,HL8347,Monitoring,,N/A,
191f63a8629424a4,,AHM,787_HL7207,KE0913,2024. 9. 16,,,21-0191-001A,ABNORMAL LEFT PECS TEMPERATURE  (21-0191-001A),,,ABNORMAL LEFT PECS TEMPERATURE  (21-0191-001A),,,,,,,,,,FALSE,TRUE,[남태영] 3순위로 HYBRID CLEANING 수행 요청 완료,,No Action,,,,2024. 9. 16,,0,21,787_HL72072024-09-16 00:09:24,787,HL7207,Closed,,N/A,
191f5158c329b45f,,AHM,777_HL8005,KE0250,2024. 9. 15,,,25-57090-D732,POWER DRIVE UNIT 45L (MAIN DECK)  [HIGH FAULT OCCURRENCE RATE]  (25-57090-D732),,,POWER DRIVE UNIT 45L (MAIN DECK)  [HIGH FAULT OCCURRENCE RATE]  (25-57090-D732),,,,,,,,,,FALSE,TRUE,[남태영] Monitoring (반복 발생 시 점검 예정),,No Action,,,,2024. 9. 16,,,25,777_HL80052024-09-15 18:49:24,777,HL8005,Monitoring,,N/A,
191f4c89761421ff,,AHM,787_HL7209,KE8076,2024. 9. 15,,,73-1116-S421,LEFT FUEL FILTER PRESSURE DROP EXCEEDS SERVICE LIMIT  (73-1116-S421),,,LEFT FUEL FILTER PRESSURE DROP EXCEEDS SERVICE LIMIT  (73-1116-S421),,,,,,,,,,FALSE,TRUE,[남태영] EHM (MOT 에서 Handling),,No Action,,,,2024. 9. 16,,,73,787_HL72092024-09-15 17:25:24,787,HL7209,Closed,,N/A,
191f4a7007b6e18b,,AHM,787_HL8390,KE0633,2024. 9. 15,,,30-0201-D305,"WIPS ZONE CARD FAULT, POSSIBLE WING ANTI-ICE SYS PRECURSOR:  (30-0201-D305)",,,"WIPS ZONE CARD FAULT, POSSIBLE WING ANTI-ICE SYS PRECURSOR:  (30-0201-D305)",,,,,,,,,,FALSE,TRUE,[남태영] Information Only,,No Action,,,,2024. 9. 16,,,30,787_HL83902024-09-15 16:48:23,787,HL8390,Closed,,N/A,
191f269ba4e09007,,AHM,777_HL8285,KE0504,2024. 9. 15,,,36-0042-C410,"THE RH ISOV SHOWS SIGNS OF DEGRADATION LEADING TO A FAULT [FAIL OPEN, L].  (36-0042-C410)",,,"THE RH ISOV SHOWS SIGNS OF DEGRADATION LEADING TO A FAULT [FAIL OPEN, L].  (36-0042-C410)",,,,,,,,,,FALSE,TRUE,[남태영] Monitoring (반복 발생 시 점검 예정),,No Action,,,,2024. 9. 16,,16224,36,777_HL82852024-09-15 06:22:23,777,HL8285,Monitoring,,N/A,
191f212416702214,,SPM,321_HL8509,KE0705,2024. 9. 15,,,,OXYGEN LEAK SUSPECTED ON BOTTLE 2 CIRCUIT,,,OXYGEN LEAK SUSPECTED ON BOTTLE 2 CIRCUIT,,,,,,,,,,FALSE,TRUE,[남태영] Oxygen Bottle 교환 이후 정상,,No Action,,,,2024. 9. 16,,3990,35,321_HL85092024-09-15 04:46:23,321,HL8509,Monitoring,,N/A,
191f13c6b25c8e98,,AHM,748_HL7623,KE8537,2024. 9. 15,,,32-0203-S109,03-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0203-S109),,,03-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0203-S109),,,,,,,,,,FALSE,TRUE,[남태영] Information Only,,No Action,,,,2024. 9. 16,,,32,748_HL76232024-09-15 00:54:14,748,HL7623,Closed,,N/A,
191f13c6b64d1830,,AHM,748_HL7623,KE8537,2024. 9. 15,,,32-0205-S109,05-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0205-S109),,,05-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0205-S109),,,,,,,,,,FALSE,TRUE,[남태영] Information Only,,No Action,,,,2024. 9. 16,,,32,748_HL76232024-09-15 00:54:08,748,HL7623,Closed,,N/A,
191f13c6bae86911,,AHM,748_HL7623,KE8537,2024. 9. 15,,,32-0208-S109,08-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0208-S109),,,08-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0208-S109),,,,,,,,,,FALSE,TRUE,[남태영] Information Only,,No Action,,,,2024. 9. 16,,,32,748_HL76232024-09-15 00:54:03,748,HL7623,Closed,,N/A,
191f13c6ef9285ec,,AHM,748_HL7623,KE8537,2024. 9. 15,,,32-0212-S109,12-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0212-S109),,,12-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0212-S109),,,,,,,,,,FALSE,TRUE,[남태영] Information Only,,No Action,,,,2024. 9. 16,,,32,748_HL76232024-09-15 00:53:52,748,HL7623,Closed,,N/A,
191f13c701ca25dc,,AHM,748_HL7623,KE8537,2024. 9. 15,,,32-0216-S109,16-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0216-S109),,,16-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0216-S109),,,,,,,,,,FALSE,TRUE,[남태영] Information Only,,No Action,,,,2024. 9. 16,,,32,748_HL76232024-09-15 00:53:47,748,HL7623,Closed,,N/A,
191f13c705720c46,,AHM,748_HL7623,KE8537,2024. 9. 15,,,32-0207-S109,07-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0207-S109),,,07-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0207-S109),,,,,,,,,,FALSE,TRUE,[남태영] Information Only,,No Action,,,,2024. 9. 16,,,32,748_HL76232024-09-15 00:53:42,748,HL7623,Closed,,N/A,
191f13c711db8510,,AHM,748_HL7623,KE8537,2024. 9. 15,,,32-0214-S109,14-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0214-S109),,,14-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0214-S109),,,,,,,,,,FALSE,TRUE,[남태영] Information Only,,No Action,,,,2024. 9. 16,,,32,748_HL76232024-09-15 00:53:37,748,HL7623,Closed,,N/A,
191f13c744f40f54,,AHM,748_HL7623,KE8537,2024. 9. 15,,,32-0201-S109,01-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0201-S109),,,01-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0201-S109),,,,,,,,,,FALSE,TRUE,[남태영] Information Only,,No Action,,,,2024. 9. 16,,,32,748_HL76232024-09-15 00:53:31,748,HL7623,Closed,,N/A,
191f13c7510026c7,,AHM,748_HL7623,KE8537,2024. 9. 15,,,32-0206-S109,06-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0206-S109),,,06-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0206-S109),,,,,,,,,,FALSE,TRUE,[남태영] Information Only,,No Action,,,,2024. 9. 16,,,32,748_HL76232024-09-15 00:53:26,748,HL7623,Closed,,N/A,
191f0fb0d7a868a9,,AHM,748_HL7637,KE0647,2024. 9. 14,,,27-F004-110,OUTBOARD L/R TE FLAPS FOR FLAP HANDLE SETTING 10 AT TEN MINUTES AFTER OUT  (27-F004-110),,,OUTBOARD L/R TE FLAPS FOR FLAP HANDLE SETTING 10 AT TEN MINUTES AFTER OUT  (27-F004-110),,,,,,,,,,FALSE,TRUE,"[남태영] Monitoring
  - Left Outboard TE Flap 이 9.62 이하로 낮은 현상 발생 중으로 반복 발생 시 점검 요함",,No Action,,,,2024. 9. 16,,,27,748_HL76372024-09-14 23:41:25,748,HL7637,Monitoring,,N/A,
191f0f840db2f753,,AHM,787_HL8535,KE0969,2024. 9. 14,,,21-0192-EIS,AN ICS FLUID LEAK MAY HAVE OCCURRED - SUDDEN CHANGE DETECTED  (21-0192-EIS),,,AN ICS FLUID LEAK MAY HAVE OCCURRED - SUDDEN CHANGE DETECTED  (21-0192-EIS),,,,,,,,,,FALSE,TRUE,[남태영] Monitoring,,No Action,,,,2024. 9. 19,,,21,Unknown_HL85352024-09-14 23:38:23,787,HL8535,Monitoring,,N/A,
191f0f403fc0af3b,,AHM,748_HL7623,KE8537,2024. 9. 14,,,29-0007-S629,POSSIBLE SLOW LEAK DETECTED IN SYSTEM 4 HYDRAULIC SYSTEM  (29-0007-S629),,,POSSIBLE SLOW LEAK DETECTED IN SYSTEM 4 HYDRAULIC SYSTEM  (29-0007-S629),,,,,,,,,,FALSE,TRUE,[남태영] Monitoring,,No Action,,,,2024. 9. 16,,,29,748_HL76232024-09-14 23:34:25,748,HL7623,Monitoring,,N/A,
191f0c9478725890,,AHM,748_HL7638,KE0035,2024. 9. 14,,,32-0407-S701,BRAKE TEMPERATURE DEVIATION: WHEEL #7  (32-0407-S701),,,BRAKE TEMPERATURE DEVIATION: WHEEL #7  (32-0407-S701),,,,,,,,,,FALSE,TRUE,[남태영] Monitoring,,No Action,,,,2024. 9. 16,,,32,748_HL76382024-09-14 22:47:23,748,HL7638,Monitoring,,N/A,
75242024-09-14 18:36:10,,KAL,330_HL7524,KE1254,2024. 9. 14,,,330-KAL-32-003,Brake #5 Abnormal Temperature,,,,,,,,,,,,,TRUE,TRUE,"[박창훈]
 - No.5 Brake Temperature 가 다른 Position 에 비해 상대적으로 낮고 Servo Valve Data +20bar로  
  Calibration 불가 하여  W/O 발행
 - Replace No.3 Brake Servo Valve (Ref AMM 32-42-48-000/400-802-A)",9/26D 수행 완료,Predictive Alert,MID,12533022,2024. 9. 14,2024. 11. 17,"<9/26>
- Replaced #5 NSV and Bite Test Normal
- 추가 모니터링 후 현장 Feedback 예정",17680,32,75242024-09-14 18:36:10,330,HL7524,Closed,,Fault,
191ee66b35fa1aa9,,AHM,777_HL7202,KE0723,2024. 9. 14,,,36-0038-C410,"THE LH ISOV SHOWS SIGNS OF DEGRADATION LEADING TO A FAULT [FAIL OPEN, L].  (36-0038-C410)",,,"THE LH ISOV SHOWS SIGNS OF DEGRADATION LEADING TO A FAULT [FAIL OPEN, L].  (36-0038-C410)",,,,,,,,,,FALSE,TRUE,"[박창훈]
ISLV VAVLE Defer 적용에 의해 Alert 발행",,No Action,,,,2024. 9. 14,,,36,777_HL72022024-09-14 11:40:28,777,HL7202,Closed,,N/A,
191ee66b49105705,,AHM,777_HL7202,KE0723,2024. 9. 14,,,36-0040-C410,"THE LH ISOV SHOWS SIGNS OF DEGRADATION LEADING TO A FAULT [FAIL OPEN, R].  (36-0040-C410)",,,"THE LH ISOV SHOWS SIGNS OF DEGRADATION LEADING TO A FAULT [FAIL OPEN, R].  (36-0040-C410)",,,,,,,,,,FALSE,TRUE,"[박창훈]
ISLV VAVLE Defer 적용에 의해 Alert 발행",,No Action,,,,2024. 9. 14,,,36,777_HL72022024-09-14 11:40:24,777,HL7202,Closed,,N/A,
191ec450c5ab18bf,,AHM,787_HL8393,KE0955,2024. 9. 14,,,32-3002-S290,WHEEL #2: POSSIBLE BRAKE CALIBRATION ISSUE  (32-3002-S290),,,WHEEL #2: POSSIBLE BRAKE CALIBRATION ISSUE  (32-3002-S290),,,,,,,,,,FALSE,TRUE,"[박창훈]
- Remain 81 → 90으로 증가. 
- 초도 발생, 증가폭 크기 않음, 현재 Remain 충분 하므로 Monitoring 의견.",,No Action,,,,2024. 9. 14,,14432,32,787_HL83932024-09-14 01:44:31,787,HL8393,Monitoring,,N/A,
191eb065ed735d6e,,AHM,777_HL8226,KE8390,2024. 9. 13,,,25-57059-D732,POWER DRIVE UNIT 30R (MAIN DECK)  [HIGH FAULT OCCURRENCE RATE]  (25-57059-D732),,,POWER DRIVE UNIT 30R (MAIN DECK)  [HIGH FAULT OCCURRENCE RATE]  (25-57059-D732),,,,,,,,,,FALSE,TRUE,"[박창훈]
09 SEP 초도 발생, 두번째 발생. 
동일 Position 결함 이력 없음, 중요도 낮은 항목으로 계속 Monitoring 의견",,No Action,,,,2024. 9. 14,,,25,777_HL82262024-09-13 19:56:23,777,HL8226,Monitoring,,N/A,
191e9f9835e3bab4,,AHM,748_HL7617,KE0591,2024. 9. 13,,,32-0206-S109,06-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0206-S109),,,06-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0206-S109),,,,,,,,,,FALSE,TRUE,"[박창훈]
후속편 확인 결과 정상",,No Action,,,,2024. 9. 14,,,32,748_HL76172024-09-13 15:02:24,748,HL7617,Monitoring,,N/A,
191e9f8251b5bac0,,AHM,748_HL7617,KE0591,2024. 9. 13,,,32-0203-S109,03-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0203-S109),,,03-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0203-S109),,,,,,,,,,FALSE,TRUE,"[박창훈]
후속편 확인 결과 정상",,No Action,,,,2024. 9. 14,,,32,748_HL76172024-09-13 15:01:42,748,HL7617,Monitoring,,N/A,
191e9f829433a4df,,AHM,748_HL7617,KE0591,2024. 9. 13,,,32-0215-S109,15-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0215-S109),,,15-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0215-S109),,,,,,,,,,FALSE,TRUE,"[박창훈]
후속편 확인 결과 정상",,No Action,,,,2024. 9. 14,,,32,748_HL76172024-09-13 15:01:36,748,HL7617,Monitoring,,N/A,
191e9f82948a928f,,AHM,748_HL7617,KE0591,2024. 9. 13,,,32-0205-S109,05-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0205-S109),,,05-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0205-S109),,,,,,,,,,FALSE,TRUE,"[박창훈]
후속편 확인 결과 정상",,No Action,,,,2024. 9. 14,,,32,748_HL76172024-09-13 15:01:29,748,HL7617,Monitoring,,N/A,
191e9f82b7f8ad9c,,AHM,748_HL7617,KE0591,2024. 9. 13,,,32-0207-S109,07-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0207-S109),,,07-POSITION TIRE PRESSURE EXCEEDS OPERATIONAL LIMIT  (32-0207-S109),,,,,,,,,,FALSE,TRUE,"[박창훈]
후속편 확인 결과 정상",,No Action,,,,2024. 9. 14,,,32,748_HL76172024-09-13 15:01:25,748,HL7617,Monitoring,,N/A,
191e37e57f651807,,SPM,321_HL8509,KE0719,2024. 9. 12,,,,OXYGEN LEAK SUSPECTED ON BOTTLE 2 CIRCUIT,,,OXYGEN LEAK SUSPECTED ON BOTTLE 2 CIRCUIT,,,,,,,,,,TRUE,TRUE,"[박창훈]
ㅇ 10 SEP(N) Oxygen Bottle  교환 이후부터 Bottle Press' 감소. 
    - 6 Leg 동안, 500psi 감소. 
    - Actuel Leak로 의심되어 Leak Test 요청. ",,Predictive Alert,URGENT,12526240,2024. 9. 12,2024. 9. 14,"<9/14>
- 9/12, Leak Test Normal & Replaced Oxygen Bottle.
- Monitoring 결과 No Leak. Fitting 부위 Scratch 및 Leak 의심되어 관련 내용 부품수리팀으로 점검 요청 완료 ",3990,35,321_HL85092024-09-12 08:50:24,321,HL8509,Closed,,Fault,
191df46a1c98864b,,AHM,787_HL8084,KE0962,2024. 9. 11,,,21-0190-001A,ABNORMAL RIGHT PECS TEMPERATURE  (21-0190-001A),,,ABNORMAL RIGHT PECS TEMPERATURE  (21-0190-001A),,,,,,,,,,FALSE,TRUE,"[박창훈]
MR 수행 우선순위 기 등재 (3순위)",,No Action,,,,2024. 9. 11,,0,21,787_HL80842024-09-11 13:11:23,787,HL8084,Monitoring,,N/A,
191dd51b29929e81,,SPM,321_HL8532,KE0175,2024. 9. 11,,,,HYDRAULIC FLUID LEAK SUSPECTED ON GREEN CIRCUIT (V2),,,HYDRAULIC FLUID LEAK SUSPECTED ON GREEN CIRCUIT (V2),,,,,,,,,,TRUE,TRUE,[남태영] 점검 수행 요청,,Predictive Alert,URGENT,12521636,2024. 9. 11,2024. 11. 17,"[남태영] Visual Inspection 결과 정상으로 Monitoring
[박창훈] Delayed Alert으로, Leak 부위 기 작업 수행. 
              AIB에 Processing Time 단축 요청. 
              Detection은 정상적으로 잘 하였으나, Alert이 늦어져서 대응을 제대로 못한 경우.",29298,29,321_HL85322024-09-11 04:04:25,321,HL8532,Closed,,NFF,
191dc2df506ee230,,AHM,777_HL8043,KE0250,2024. 9. 10,,,36-0002-R909,BLEED HISTOGRAM RESEARCH ALERT  (36-0002-R909),,,BLEED HISTOGRAM RESEARCH ALERT  (36-0002-R909),,,,,,,,,,FALSE,TRUE,[남태영] Information Only,,No Action,,,,2024. 9. 11,,,36,777_HL80432024-09-10 22:45:25,777,HL8043,Closed,,N/A,
191dbf0bf8bcb70b,,AHM,777_HL8209,KE0627,2024. 9. 10,,,36-0034-S660,THE LH PRSOV SHOWS SIGNS OF DEGRADATION OR AN IMMINENT FDE [BOUNDS EXCEEDED].  (36-0034-S660),,,THE LH PRSOV SHOWS SIGNS OF DEGRADATION OR AN IMMINENT FDE [BOUNDS EXCEEDED].  (36-0034-S660),,,,,,,,,,FALSE,TRUE,"[김재민]
  - MANIFOLD SENSOR L STATUS DISPLAYED ON GRD 
  - MEL 36-21-01 적용 중",,No Action,,,,2024. 9. 11,,,36,777_HL82092024-09-10 21:38:23,777,HL8209,Closed,,N/A,
191da0083b7daa00,,AHM,777_HL8252,KE0282,2024. 9. 10,,,24-0023-R715,LH IDG OIL FILTER IS PLUGGED  (24-0023-R715),,,LH IDG OIL FILTER IS PLUGGED  (24-0023-R715),,,,,,,,,,FALSE,TRUE,[남태영] INFORMATION ONLY,,No Action,,,,2024. 9. 11,,,24,777_HL82522024-09-10 12:36:23,777,HL8252,Closed,,N/A,
191d9fd520d33938,,AHM,777_HL8252,KE0282,2024. 9. 10,,,25-57085-D732,POWER DRIVE UNIT 43R (MAIN DECK)  [HIGH FAULT OCCURRENCE RATE]  (25-57085-D732),,,POWER DRIVE UNIT 43R (MAIN DECK)  [HIGH FAULT OCCURRENCE RATE]  (25-57085-D732),,,,,,,,,,FALSE,TRUE,"[박창훈]
PDU 관련 AHM 모델 확인 보류 - 중요도 낮음",,No Action,,,,2024. 9. 10,,,25,777_HL82522024-09-10 12:33:23,777,HL8252,Monitoring,,N/A,
191d99ab7ca8cce8,,AHM,777_HL7752,KE0696,2024. 9. 10,,,28-RM05-R940,FUEL TU SENSOR FUEL INGRESS DETECTED - RH MAIN TANK 5 (TARGETED PROBE)  (28-RM05-R940),,,FUEL TU SENSOR FUEL INGRESS DETECTED - RH MAIN TANK 5 (TARGETED PROBE)  (28-RM05-R940),,,,,,,,,,FALSE,TRUE,[남태영] TU Score 반영 요함 (김민석 D),,No Action,,,,2024. 9. 10,,,28,777_HL77522024-09-10 10:45:23,777,HL7752,Monitoring,,N/A,
191d80b6949cc04a,,AHM,777_HL8075,KE0231,2024. 9. 10,,,25-57088-D732,POWER DRIVE UNIT 44L (MAIN DECK)  [HIGH FAULT OCCURRENCE RATE]  (25-57088-D732),,,POWER DRIVE UNIT 44L (MAIN DECK)  [HIGH FAULT OCCURRENCE RATE]  (25-57088-D732),,,,,,,,,,FALSE,TRUE,"[박창훈]
PDU 관련 AHM 모델 확인 보류 - 중요도 낮음",,No Action,,,,2024. 9. 10,,,25,777_HL80752024-09-10 03:29:24,777,HL8075,Monitoring,,N/A,
